"Year" "Country" "Freq"
"2435" "1997" "Romania" 0
"2436" "1998" "Romania" 0
"2437" "1999" "Romania" 0
"2438" "2000" "Romania" 0
"2439" "2001" "Romania" 0
"2440" "2002" "Romania" 0
"2441" "2003" "Romania" 0
"2442" "2004" "Romania" 0
"2443" "2005" "Romania" 0
"2444" "2006" "Romania" 0
"2445" "2007" "Romania" 0
"2446" "2008" "Romania" 1
"2447" "2009" "Romania" 0
"2448" "2010" "Romania" 0
"2449" "1992" "Russia" 21
"2450" "1994" "Russia" 47
"2451" "1995" "Russia" 37
"2452" "1996" "Russia" 66
"2453" "1997" "Russia" 77
"2454" "1998" "Russia" 26
"2455" "1999" "Russia" 54
"2456" "2000" "Russia" 138
"2457" "2001" "Russia" 135
"2458" "2002" "Russia" 89
"2459" "2003" "Russia" 76
"2460" "2004" "Russia" 43
"2461" "2005" "Russia" 63
"2462" "2006" "Russia" 56
"2463" "2007" "Russia" 51
"2464" "2008" "Russia" 170
"2465" "2009" "Russia" 152
"2466" "2010" "Russia" 251
"2467" "1992" "Rwanda" 18
"2468" "1994" "Rwanda" 33
"2469" "1995" "Rwanda" 17
"2470" "1996" "Rwanda" 15
"2471" "1997" "Rwanda" 33
"2472" "1998" "Rwanda" 9
"2473" "1999" "Rwanda" 0
"2474" "2000" "Rwanda" 1
"2475" "2001" "Rwanda" 3
"2476" "2002" "Rwanda" 0
"2477" "2003" "Rwanda" 0
"2478" "2004" "Rwanda" 0
"2479" "2005" "Rwanda" 1
"2480" "2006" "Rwanda" 0
"2481" "2007" "Rwanda" 0
"2482" "2008" "Rwanda" 1
"2483" "2009" "Rwanda" 1
"2484" "2010" "Rwanda" 8
"2485" "1992" "Saudi Arabia" 0
"2486" "1994" "Saudi Arabia" 2
"2487" "1995" "Saudi Arabia" 3
"2488" "1996" "Saudi Arabia" 1
"2489" "1997" "Saudi Arabia" 0
"2490" "1998" "Saudi Arabia" 0
"2491" "1999" "Saudi Arabia" 0
"2492" "2000" "Saudi Arabia" 5
"2493" "2001" "Saudi Arabia" 3
"2494" "2002" "Saudi Arabia" 2
"2495" "2003" "Saudi Arabia" 8
"2496" "2004" "Saudi Arabia" 17
"2497" "2005" "Saudi Arabia" 1
"2498" "2006" "Saudi Arabia" 3
"2499" "2007" "Saudi Arabia" 1
"2500" "2008" "Saudi Arabia" 0
"2501" "2009" "Saudi Arabia" 3
"2502" "2010" "Saudi Arabia" 0
"2503" "1992" "Senegal" 15
"2504" "1994" "Senegal" 2
"2505" "1995" "Senegal" 8
"2506" "1996" "Senegal" 0
"2507" "1997" "Senegal" 26
"2508" "1998" "Senegal" 1
"2509" "1999" "Senegal" 1
"2510" "2000" "Senegal" 4
"2511" "2001" "Senegal" 8
"2512" "2002" "Senegal" 3
"2513" "2003" "Senegal" 0
"2514" "2004" "Senegal" 0
"2515" "2005" "Senegal" 1
"2516" "2006" "Senegal" 0
"2517" "2007" "Senegal" 1
"2518" "2008" "Senegal" 2
"2519" "2009" "Senegal" 3
"2520" "2010" "Senegal" 1
"2521" "1992" "Serbia" 0
"2522" "1994" "Serbia" 0
"2523" "1995" "Serbia" 0
"2524" "1996" "Serbia" 0
"2525" "1997" "Serbia" 0
"2526" "1998" "Serbia" 0
"2527" "1999" "Serbia" 0
"2528" "2000" "Serbia" 0
"2529" "2001" "Serbia" 0
"2530" "2002" "Serbia" 0
"2531" "2003" "Serbia" 0
"2532" "2004" "Serbia" 0
"2533" "2005" "Serbia" 0
"2534" "2006" "Serbia" 0
"2535" "2007" "Serbia" 0
"2536" "2008" "Serbia" 4
"2537" "2009" "Serbia" 3
"2538" "2010" "Serbia" 1
"2539" "1992" "Serbia-Montenegro" 0
"2540" "1994" "Serbia-Montenegro" 0
"2541" "1995" "Serbia-Montenegro" 0
"2542" "1996" "Serbia-Montenegro" 0
"2543" "1997" "Serbia-Montenegro" 0
"2544" "1998" "Serbia-Montenegro" 0
"2545" "1999" "Serbia-Montenegro" 0
"2546" "2000" "Serbia-Montenegro" 0
"2547" "2001" "Serbia-Montenegro" 0
"2548" "2002" "Serbia-Montenegro" 0
"2549" "2003" "Serbia-Montenegro" 6
"2550" "2004" "Serbia-Montenegro" 1
"2551" "2005" "Serbia-Montenegro" 2
"2552" "2006" "Serbia-Montenegro" 2
"2553" "2007" "Serbia-Montenegro" 0
"2554" "2008" "Serbia-Montenegro" 0
"2555" "2009" "Serbia-Montenegro" 0
"2556" "2010" "Serbia-Montenegro" 0
"2557" "1992" "Sierra Leone" 4
"2558" "1994" "Sierra Leone" 22
"2559" "1995" "Sierra Leone" 14
"2560" "1996" "Sierra Leone" 5
"2561" "1997" "Sierra Leone" 3
"2562" "1998" "Sierra Leone" 7
"2563" "1999" "Sierra Leone" 9
"2564" "2000" "Sierra Leone" 24
"2565" "2001" "Sierra Leone" 0
"2566" "2002" "Sierra Leone" 0
"2567" "2003" "Sierra Leone" 0
"2568" "2004" "Sierra Leone" 0
"2569" "2005" "Sierra Leone" 0
"2570" "2006" "Sierra Leone" 0
"2571" "2007" "Sierra Leone" 0
"2572" "2008" "Sierra Leone" 0
"2573" "2009" "Sierra Leone" 0
"2574" "2010" "Sierra Leone" 0
"2575" "1992" "Singapore" 1
"2576" "1994" "Singapore" 1
"2577" "1995" "Singapore" 0
"2578" "1996" "Singapore" 0
"2579" "1997" "Singapore" 0
"2580" "1998" "Singapore" 0
"2581" "1999" "Singapore" 0
"2582" "2000" "Singapore" 0
"2583" "2001" "Singapore" 0
"2584" "2002" "Singapore" 0
"2585" "2003" "Singapore" 0
"2586" "2004" "Singapore" 0
"2587" "2005" "Singapore" 0
"2588" "2006" "Singapore" 0
"2589" "2007" "Singapore" 0
"2590" "2008" "Singapore" 0
"2591" "2009" "Singapore" 0
"2592" "2010" "Singapore" 0
"2593" "1992" "Slovak Republic" 0
"2594" "1994" "Slovak Republic" 1
"2595" "1995" "Slovak Republic" 3
"2596" "1996" "Slovak Republic" 5
"2597" "1997" "Slovak Republic" 4
"2598" "1998" "Slovak Republic" 2
"2599" "1999" "Slovak Republic" 1
"2600" "2000" "Slovak Republic" 1
"2601" "2001" "Slovak Republic" 0
"2602" "2002" "Slovak Republic" 0
"2603" "2003" "Slovak Republic" 0
"2604" "2004" "Slovak Republic" 0
"2605" "2005" "Slovak Republic" 0
"2606" "2006" "Slovak Republic" 0
"2607" "2007" "Slovak Republic" 0
"2608" "2008" "Slovak Republic" 0
"2609" "2009" "Slovak Republic" 0
"2610" "2010" "Slovak Republic" 0
"2611" "1992" "Slovenia" 0
"2612" "1994" "Slovenia" 1
"2613" "1995" "Slovenia" 0
"2614" "1996" "Slovenia" 3
"2615" "1997" "Slovenia" 1
"2616" "1998" "Slovenia" 0
"2617" "1999" "Slovenia" 0
"2618" "2000" "Slovenia" 1
"2619" "2001" "Slovenia" 0
"2620" "2002" "Slovenia" 0
"2621" "2003" "Slovenia" 0
"2622" "2004" "Slovenia" 0
"2623" "2005" "Slovenia" 0
"2624" "2006" "Slovenia" 0
"2625" "2007" "Slovenia" 0
"2626" "2008" "Slovenia" 0
"2627" "2009" "Slovenia" 0
"2628" "2010" "Slovenia" 0
"2629" "1992" "Solomon Islands" 0
"2630" "1994" "Solomon Islands" 0
"2631" "1995" "Solomon Islands" 0
"2632" "1996" "Solomon Islands" 0
"2633" "1997" "Solomon Islands" 0
"2634" "1998" "Solomon Islands" 0
"2635" "1999" "Solomon Islands" 1
"2636" "2000" "Solomon Islands" 1
"2637" "2001" "Solomon Islands" 0
"2638" "2002" "Solomon Islands" 1
"2639" "2003" "Solomon Islands" 1
"2640" "2004" "Solomon Islands" 0
"2641" "2005" "Solomon Islands" 0
"2642" "2006" "Solomon Islands" 0
"2643" "2007" "Solomon Islands" 0
"2644" "2008" "Solomon Islands" 0
"2645" "2009" "Solomon Islands" 0
"2646" "2010" "Solomon Islands" 0
"2647" "1992" "Somalia" 21
"2648" "1994" "Somalia" 57
"2649" "1995" "Somalia" 13
"2650" "1996" "Somalia" 16
"2651" "1997" "Somalia" 19
"2652" "1998" "Somalia" 1
"2653" "1999" "Somalia" 4
"2654" "2000" "Somalia" 9
"2655" "2001" "Somalia" 5
"2656" "2002" "Somalia" 3
"2657" "2003" "Somalia" 1
"2658" "2004" "Somalia" 2
"2659" "2005" "Somalia" 6
"2660" "2006" "Somalia" 10
"2661" "2007" "Somalia" 156
"2662" "2008" "Somalia" 172
"2663" "2009" "Somalia" 122
"2664" "2010" "Somalia" 129
"2665" "1992" "South Africa" 271
"2666" "1994" "South Africa" 174
"2667" "1995" "South Africa" 32
"2668" "1996" "South Africa" 47
"2669" "1997" "South Africa" 17
"2670" "1998" "South Africa" 6
"2671" "1999" "South Africa" 17
"2672" "2000" "South Africa" 21
"2673" "2001" "South Africa" 0
"2674" "2002" "South Africa" 8
"2675" "2003" "South Africa" 0
"2676" "2004" "South Africa" 0
"2677" "2005" "South Africa" 0
"2678" "2006" "South Africa" 0
"2679" "2007" "South Africa" 2
"2680" "2008" "South Africa" 1
"2681" "2009" "South Africa" 0
"2682" "2010" "South Africa" 0
"2683" "1992" "South Korea" 3
"2684" "1994" "South Korea" 2
"2685" "1995" "South Korea" 4
"2686" "1996" "South Korea" 1
"2687" "1997" "South Korea" 0
"2688" "1998" "South Korea" 0
"2689" "1999" "South Korea" 0
"2690" "2000" "South Korea" 0
"2691" "2001" "South Korea" 1
"2692" "2002" "South Korea" 0
"2693" "2003" "South Korea" 1
"2694" "2004" "South Korea" 0
"2695" "2005" "South Korea" 0
"2696" "2006" "South Korea" 1
"2697" "2007" "South Korea" 0
"2698" "2008" "South Korea" 0
"2699" "2009" "South Korea" 0
"2700" "2010" "South Korea" 0
"2701" "1992" "Spain" 72
"2702" "1994" "Spain" 55
"2703" "1995" "Spain" 44
"2704" "1996" "Spain" 63
"2705" "1997" "Spain" 86
"2706" "1998" "Spain" 17
"2707" "1999" "Spain" 47
"2708" "2000" "Spain" 112
"2709" "2001" "Spain" 79
"2710" "2002" "Spain" 41
"2711" "2003" "Spain" 21
"2712" "2004" "Spain" 31
"2713" "2005" "Spain" 24
"2714" "2006" "Spain" 23
"2715" "2007" "Spain" 11
"2716" "2008" "Spain" 37
"2717" "2009" "Spain" 21
"2718" "2010" "Spain" 3
"2719" "1992" "Sri Lanka" 103
"2720" "1994" "Sri Lanka" 35
"2721" "1995" "Sri Lanka" 126
"2722" "1996" "Sri Lanka" 176
"2723" "1997" "Sri Lanka" 64
"2724" "1998" "Sri Lanka" 35
"2725" "1999" "Sri Lanka" 46
"2726" "2000" "Sri Lanka" 68
"2727" "2001" "Sri Lanka" 36
"2728" "2002" "Sri Lanka" 3
"2729" "2003" "Sri Lanka" 9
"2730" "2004" "Sri Lanka" 33
"2731" "2005" "Sri Lanka" 133
"2732" "2006" "Sri Lanka" 217
"2733" "2007" "Sri Lanka" 132
"2734" "2008" "Sri Lanka" 101
"2735" "2009" "Sri Lanka" 38
"2736" "2010" "Sri Lanka" 3
"2737" "1992" "St. Kitts and Nevis" 0
"2738" "1994" "St. Kitts and Nevis" 0
"2739" "1995" "St. Kitts and Nevis" 2
"2740" "1996" "St. Kitts and Nevis" 0
"2741" "1997" "St. Kitts and Nevis" 0
"2742" "1998" "St. Kitts and Nevis" 0
"2743" "1999" "St. Kitts and Nevis" 0
"2744" "2000" "St. Kitts and Nevis" 0
"2745" "2001" "St. Kitts and Nevis" 0
"2746" "2002" "St. Kitts and Nevis" 0
"2747" "2003" "St. Kitts and Nevis" 0
"2748" "2004" "St. Kitts and Nevis" 0
"2749" "2005" "St. Kitts and Nevis" 0
"2750" "2006" "St. Kitts and Nevis" 0
"2751" "2007" "St. Kitts and Nevis" 0
"2752" "2008" "St. Kitts and Nevis" 0
"2753" "2009" "St. Kitts and Nevis" 0
"2754" "2010" "St. Kitts and Nevis" 0
"2755" "1992" "St. Lucia" 0
"2756" "1994" "St. Lucia" 0
"2757" "1995" "St. Lucia" 0
"2758" "1996" "St. Lucia" 0
"2759" "1997" "St. Lucia" 0
"2760" "1998" "St. Lucia" 0
"2761" "1999" "St. Lucia" 0
"2762" "2000" "St. Lucia" 1
"2763" "2001" "St. Lucia" 0
"2764" "2002" "St. Lucia" 0
"2765" "2003" "St. Lucia" 0
"2766" "2004" "St. Lucia" 0
"2767" "2005" "St. Lucia" 0
"2768" "2006" "St. Lucia" 0
"2769" "2007" "St. Lucia" 0
"2770" "2008" "St. Lucia" 0
"2771" "2009" "St. Lucia" 0
"2772" "2010" "St. Lucia" 0
"2773" "1992" "Sudan" 7
"2774" "1994" "Sudan" 5
"2775" "1995" "Sudan" 4
"2776" "1996" "Sudan" 10
"2777" "1997" "Sudan" 3
"2778" "1998" "Sudan" 0
"2779" "1999" "Sudan" 5
"2780" "2000" "Sudan" 7
"2781" "2001" "Sudan" 9
"2782" "2002" "Sudan" 13
"2783" "2003" "Sudan" 0
"2784" "2004" "Sudan" 5
"2785" "2005" "Sudan" 6
"2786" "2006" "Sudan" 24
"2787" "2007" "Sudan" 23
"2788" "2008" "Sudan" 32
"2789" "2009" "Sudan" 26
"2790" "2010" "Sudan" 28
"2791" "1992" "Suriname" 5
"2792" "1994" "Suriname" 1
"2793" "1995" "Suriname" 0
"2794" "1996" "Suriname" 0
"2795" "1997" "Suriname" 2
"2796" "1998" "Suriname" 0
"2797" "1999" "Suriname" 0
"2798" "2000" "Suriname" 0
"2799" "2001" "Suriname" 0
"2800" "2002" "Suriname" 0
"2801" "2003" "Suriname" 0
"2802" "2004" "Suriname" 0
"2803" "2005" "Suriname" 0
"2804" "2006" "Suriname" 0
"2805" "2007" "Suriname" 0
"2806" "2008" "Suriname" 0
"2807" "2009" "Suriname" 0
"2808" "2010" "Suriname" 0
"2809" "1992" "Swaziland" 1
"2810" "1994" "Swaziland" 0
"2811" "1995" "Swaziland" 1
"2812" "1996" "Swaziland" 0
"2813" "1997" "Swaziland" 1
"2814" "1998" "Swaziland" 1
"2815" "1999" "Swaziland" 1
"2816" "2000" "Swaziland" 0
"2817" "2001" "Swaziland" 0
"2818" "2002" "Swaziland" 0
"2819" "2003" "Swaziland" 1
"2820" "2004" "Swaziland" 0
"2821" "2005" "Swaziland" 0
"2822" "2006" "Swaziland" 1
"2823" "2007" "Swaziland" 0
"2824" "2008" "Swaziland" 3
"2825" "2009" "Swaziland" 0
"2826" "2010" "Swaziland" 0
"2827" "1992" "Sweden" 12
"2828" "1994" "Sweden" 1
"2829" "1995" "Sweden" 1
"2830" "1996" "Sweden" 1
"2831" "1997" "Sweden" 4
"2832" "1998" "Sweden" 0
"2833" "1999" "Sweden" 2
"2834" "2000" "Sweden" 1
"2835" "2001" "Sweden" 0
"2836" "2002" "Sweden" 0
"2837" "2003" "Sweden" 0
"2838" "2004" "Sweden" 0
"2839" "2005" "Sweden" 3
"2840" "2006" "Sweden" 1
"2841" "2007" "Sweden" 0
"2842" "2008" "Sweden" 1
"2843" "2009" "Sweden" 1
"2844" "2010" "Sweden" 3
"2845" "1992" "Switzerland" 6
"2846" "1994" "Switzerland" 0
"2847" "1995" "Switzerland" 5
"2848" "1996" "Switzerland" 4
"2849" "1997" "Switzerland" 1
"2850" "1998" "Switzerland" 1
"2851" "1999" "Switzerland" 2
"2852" "2000" "Switzerland" 4
"2853" "2001" "Switzerland" 2
"2854" "2002" "Switzerland" 0
"2855" "2003" "Switzerland" 1
"2856" "2004" "Switzerland" 0
"2857" "2005" "Switzerland" 0
"2858" "2006" "Switzerland" 0
"2859" "2007" "Switzerland" 2
"2860" "2008" "Switzerland" 0
"2861" "2009" "Switzerland" 0
"2862" "2010" "Switzerland" 0
"2863" "1992" "Syria" 0
"2864" "1994" "Syria" 0
"2865" "1995" "Syria" 0
"2866" "1996" "Syria" 2
"2867" "1997" "Syria" 1
"2868" "1998" "Syria" 1
"2869" "1999" "Syria" 0
"2870" "2000" "Syria" 0
"2871" "2001" "Syria" 0
"2872" "2002" "Syria" 0
"2873" "2003" "Syria" 0
"2874" "2004" "Syria" 1
"2875" "2005" "Syria" 0
"2876" "2006" "Syria" 1
"2877" "2007" "Syria" 0
"2878" "2008" "Syria" 1
"2879" "2009" "Syria" 0
"2880" "2010" "Syria" 0
"2881" "1992" "Taiwan" 20
"2882" "1994" "Taiwan" 5
"2883" "1995" "Taiwan" 4
"2884" "1996" "Taiwan" 5
"2885" "1997" "Taiwan" 1
"2886" "1998" "Taiwan" 0
"2887" "1999" "Taiwan" 0
"2888" "2000" "Taiwan" 0
"2889" "2001" "Taiwan" 2
"2890" "2002" "Taiwan" 0
"2891" "2003" "Taiwan" 0
"2892" "2004" "Taiwan" 2
"2893" "2005" "Taiwan" 0
"2894" "2006" "Taiwan" 0
"2895" "2007" "Taiwan" 0
"2896" "2008" "Taiwan" 1
"2897" "2009" "Taiwan" 0
"2898" "2010" "Taiwan" 0
"2899" "1992" "Tajikistan" 17
"2900" "1994" "Tajikistan" 31
"2901" "1995" "Tajikistan" 34
"2902" "1996" "Tajikistan" 22
"2903" "1997" "Tajikistan" 40
"2904" "1998" "Tajikistan" 11
"2905" "1999" "Tajikistan" 4
"2906" "2000" "Tajikistan" 6
"2907" "2001" "Tajikistan" 6
"2908" "2002" "Tajikistan" 0
"2909" "2003" "Tajikistan" 0
"2910" "2004" "Tajikistan" 0
"2911" "2005" "Tajikistan" 1
"2912" "2006" "Tajikistan" 0
"2913" "2007" "Tajikistan" 1
"2914" "2008" "Tajikistan" 0
"2915" "2009" "Tajikistan" 1
"2916" "2010" "Tajikistan" 1
"2917" "1992" "Tanzania" 0
"2918" "1994" "Tanzania" 1
"2919" "1995" "Tanzania" 1
"2920" "1996" "Tanzania" 0
"2921" "1997" "Tanzania" 1
"2922" "1998" "Tanzania" 1
"2923" "1999" "Tanzania" 0
"2924" "2000" "Tanzania" 2
"2925" "2001" "Tanzania" 4
"2926" "2002" "Tanzania" 2
"2927" "2003" "Tanzania" 0
"2928" "2004" "Tanzania" 1
"2929" "2005" "Tanzania" 0
"2930" "2006" "Tanzania" 0
"2931" "2007" "Tanzania" 0
"2932" "2008" "Tanzania" 1
"2933" "2009" "Tanzania" 0
"2934" "2010" "Tanzania" 1
"2935" "1992" "Thailand" 25
"2936" "1994" "Thailand" 24
"2937" "1995" "Thailand" 12
"2938" "1996" "Thailand" 19
"2939" "1997" "Thailand" 20
"2940" "1998" "Thailand" 4
"2941" "1999" "Thailand" 4
"2942" "2000" "Thailand" 4
"2943" "2001" "Thailand" 15
"2944" "2002" "Thailand" 12
"2945" "2003" "Thailand" 6
"2946" "2004" "Thailand" 44
"2947" "2005" "Thailand" 155
"2948" "2006" "Thailand" 202
"2949" "2007" "Thailand" 292
"2950" "2008" "Thailand" 200
"2951" "2009" "Thailand" 298
"2952" "2010" "Thailand" 253
"2953" "1992" "Togo" 27
"2954" "1994" "Togo" 13
"2955" "1995" "Togo" 1
"2956" "1996" "Togo" 1
"2957" "1997" "Togo" 0
"2958" "1998" "Togo" 0
"2959" "1999" "Togo" 0
"2960" "2000" "Togo" 0
"2961" "2001" "Togo" 0
"2962" "2002" "Togo" 0
"2963" "2003" "Togo" 0
"2964" "2004" "Togo" 0
"2965" "2005" "Togo" 1
"2966" "2006" "Togo" 0
"2967" "2007" "Togo" 0
"2968" "2008" "Togo" 0
"2969" "2009" "Togo" 0
"2970" "2010" "Togo" 0
"2971" "1992" "Trinidad and Tobago" 1
"2972" "1994" "Trinidad and Tobago" 1
"2973" "1995" "Trinidad and Tobago" 4
"2974" "1996" "Trinidad and Tobago" 3
"2975" "1997" "Trinidad and Tobago" 0
"2976" "1998" "Trinidad and Tobago" 0
"2977" "1999" "Trinidad and Tobago" 0
"2978" "2000" "Trinidad and Tobago" 0
"2979" "2001" "Trinidad and Tobago" 0
"2980" "2002" "Trinidad and Tobago" 0
"2981" "2003" "Trinidad and Tobago" 0
"2982" "2004" "Trinidad and Tobago" 0
"2983" "2005" "Trinidad and Tobago" 2
"2984" "2006" "Trinidad and Tobago" 0
"2985" "2007" "Trinidad and Tobago" 0
"2986" "2008" "Trinidad and Tobago" 0
"2987" "2009" "Trinidad and Tobago" 0
"2988" "2010" "Trinidad and Tobago" 1
"2989" "1992" "Tunisia" 0
"2990" "1994" "Tunisia" 1
"2991" "1995" "Tunisia" 1
"2992" "1996" "Tunisia" 0
"2993" "1997" "Tunisia" 0
"2994" "1998" "Tunisia" 0
"2995" "1999" "Tunisia" 0
"2996" "2000" "Tunisia" 1
"2997" "2001" "Tunisia" 1
"2998" "2002" "Tunisia" 2
"2999" "2003" "Tunisia" 0
"3000" "2004" "Tunisia" 0
"3001" "2005" "Tunisia" 0
"3002" "2006" "Tunisia" 0
"3003" "2007" "Tunisia" 1
"3004" "2008" "Tunisia" 2
"3005" "2009" "Tunisia" 0
"3006" "2010" "Tunisia" 0
"3007" "1992" "Turkey" 515
"3008" "1994" "Turkey" 300
"3009" "1995" "Turkey" 133
"3010" "1996" "Turkey" 54
"3011" "1997" "Turkey" 44
"3012" "1998" "Turkey" 24
"3013" "1999" "Turkey" 109
"3014" "2000" "Turkey" 35
"3015" "2001" "Turkey" 19
"3016" "2002" "Turkey" 5
"3017" "2003" "Turkey" 19
"3018" "2004" "Turkey" 27
"3019" "2005" "Turkey" 41
"3020" "2006" "Turkey" 40
"3021" "2007" "Turkey" 29
"3022" "2008" "Turkey" 32
"3023" "2009" "Turkey" 13
"3024" "2010" "Turkey" 20
"3025" "1992" "Turkmenistan" 0
"3026" "1994" "Turkmenistan" 0
"3027" "1995" "Turkmenistan" 0
"3028" "1996" "Turkmenistan" 0
"3029" "1997" "Turkmenistan" 0
"3030" "1998" "Turkmenistan" 0
"3031" "1999" "Turkmenistan" 0
"3032" "2000" "Turkmenistan" 0
"3033" "2001" "Turkmenistan" 0
"3034" "2002" "Turkmenistan" 1
"3035" "2003" "Turkmenistan" 0
"3036" "2004" "Turkmenistan" 0
"3037" "2005" "Turkmenistan" 0
"3038" "2006" "Turkmenistan" 0
"3039" "2007" "Turkmenistan" 0
"3040" "2008" "Turkmenistan" 0
"3041" "2009" "Turkmenistan" 0
"3042" "2010" "Turkmenistan" 0
"3043" "1992" "Uganda" 3
"3044" "1994" "Uganda" 13
"3045" "1995" "Uganda" 7
"3046" "1996" "Uganda" 29
"3047" "1997" "Uganda" 24
"3048" "1998" "Uganda" 18
"3049" "1999" "Uganda" 19
"3050" "2000" "Uganda" 20
"3051" "2001" "Uganda" 24
"3052" "2002" "Uganda" 24
"3053" "2003" "Uganda" 30
"3054" "2004" "Uganda" 10
"3055" "2005" "Uganda" 11
"3056" "2006" "Uganda" 0
"3057" "2007" "Uganda" 1
"3058" "2008" "Uganda" 8
"3059" "2009" "Uganda" 2
"3060" "2010" "Uganda" 6
"3061" "1992" "Ukraine" 1
"3062" "1994" "Ukraine" 10
"3063" "1995" "Ukraine" 2
"3064" "1996" "Ukraine" 3
"3065" "1997" "Ukraine" 2
"3066" "1998" "Ukraine" 0
"3067" "1999" "Ukraine" 6
"3068" "2000" "Ukraine" 1
"3069" "2001" "Ukraine" 0
"3070" "2002" "Ukraine" 3
"3071" "2003" "Ukraine" 1
"3072" "2004" "Ukraine" 0
"3073" "2005" "Ukraine" 0
"3074" "2006" "Ukraine" 0
"3075" "2007" "Ukraine" 1
"3076" "2008" "Ukraine" 1
"3077" "2009" "Ukraine" 2
"3078" "2010" "Ukraine" 4
"3079" "1992" "United Arab Emirates" 1
"3080" "1994" "United Arab Emirates" 0
"3081" "1995" "United Arab Emirates" 2
"3082" "1996" "United Arab Emirates" 0
"3083" "1997" "United Arab Emirates" 0
"3084" "1998" "United Arab Emirates" 0
"3085" "1999" "United Arab Emirates" 0
"3086" "2000" "United Arab Emirates" 0
"3087" "2001" "United Arab Emirates" 0
"3088" "2002" "United Arab Emirates" 0
"3089" "2003" "United Arab Emirates" 0
"3090" "2004" "United Arab Emirates" 0
"3091" "2005" "United Arab Emirates" 0
"3092" "2006" "United Arab Emirates" 0
"3093" "2007" "United Arab Emirates" 0
"3094" "2008" "United Arab Emirates" 0
"3095" "2009" "United Arab Emirates" 0
"3096" "2010" "United Arab Emirates" 2
"3097" "1992" "United Kingdom" 274
"3098" "1994" "United Kingdom" 256
"3099" "1995" "United Kingdom" 22
"3100" "1996" "United Kingdom" 37
"3101" "1997" "United Kingdom" 78
"3102" "1998" "United Kingdom" 63
"3103" "1999" "United Kingdom" 76
"3104" "2000" "United Kingdom" 61
"3105" "2001" "United Kingdom" 94
"3106" "2002" "United Kingdom" 21
"3107" "2003" "United Kingdom" 23
"3108" "2004" "United Kingdom" 5
"3109" "2005" "United Kingdom" 25
"3110" "2006" "United Kingdom" 6
"3111" "2007" "United Kingdom" 21
"3112" "2008" "United Kingdom" 39
"3113" "2009" "United Kingdom" 22
"3114" "2010" "United Kingdom" 57
"3115" "1992" "United States" 32
"3116" "1994" "United States" 56
"3117" "1995" "United States" 62
"3118" "1996" "United States" 36
"3119" "1997" "United States" 40
"3120" "1998" "United States" 30
"3121" "1999" "United States" 53
"3122" "2000" "United States" 33
"3123" "2001" "United States" 40
"3124" "2002" "United States" 33
"3125" "2003" "United States" 32
"3126" "2004" "United States" 9
"3127" "2005" "United States" 23
"3128" "2006" "United States" 6
"3129" "2007" "United States" 9
"3130" "2008" "United States" 19
"3131" "2009" "United States" 11
"3132" "2010" "United States" 17
"3133" "1992" "Uruguay" 11
"3134" "1994" "Uruguay" 4
"3135" "1995" "Uruguay" 1
"3136" "1996" "Uruguay" 1
"3137" "1997" "Uruguay" 2
"3138" "1998" "Uruguay" 0
"3139" "1999" "Uruguay" 0
"3140" "2000" "Uruguay" 0
"3141" "2001" "Uruguay" 0
"3142" "2002" "Uruguay" 0
"3143" "2003" "Uruguay" 0
"3144" "2004" "Uruguay" 0
"3145" "2005" "Uruguay" 1
"3146" "2006" "Uruguay" 0
"3147" "2007" "Uruguay" 0
"3148" "2008" "Uruguay" 0
"3149" "2009" "Uruguay" 0
"3150" "2010" "Uruguay" 0
"3151" "1992" "Uzbekistan" 2
"3152" "1994" "Uzbekistan" 0
"3153" "1995" "Uzbekistan" 1
"3154" "1996" "Uzbekistan" 0
"3155" "1997" "Uzbekistan" 0
"3156" "1998" "Uzbekistan" 0
"3157" "1999" "Uzbekistan" 8
"3158" "2000" "Uzbekistan" 0
"3159" "2001" "Uzbekistan" 0
"3160" "2002" "Uzbekistan" 0
"3161" "2003" "Uzbekistan" 0
"3162" "2004" "Uzbekistan" 5
"3163" "2005" "Uzbekistan" 2
"3164" "2006" "Uzbekistan" 0
"3165" "2007" "Uzbekistan" 0
"3166" "2008" "Uzbekistan" 0
"3167" "2009" "Uzbekistan" 2
"3168" "2010" "Uzbekistan" 0
"3169" "1992" "Vanuatu" 0
"3170" "1994" "Vanuatu" 0
"3171" "1995" "Vanuatu" 0
"3172" "1996" "Vanuatu" 2
"3173" "1997" "Vanuatu" 0
"3174" "1998" "Vanuatu" 0
"3175" "1999" "Vanuatu" 0
"3176" "2000" "Vanuatu" 0
"3177" "2001" "Vanuatu" 0
"3178" "2002" "Vanuatu" 0
"3179" "2003" "Vanuatu" 0
"3180" "2004" "Vanuatu" 0
"3181" "2005" "Vanuatu" 0
"3182" "2006" "Vanuatu" 0
"3183" "2007" "Vanuatu" 0
"3184" "2008" "Vanuatu" 0
"3185" "2009" "Vanuatu" 0
"3186" "2010" "Vanuatu" 0
"3187" "1992" "Venezuela" 32
"3188" "1994" "Venezuela" 12
"3189" "1995" "Venezuela" 11
"3190" "1996" "Venezuela" 12
"3191" "1997" "Venezuela" 41
"3192" "1998" "Venezuela" 1
"3193" "1999" "Venezuela" 5
"3194" "2000" "Venezuela" 0
"3195" "2001" "Venezuela" 5
"3196" "2002" "Venezuela" 5
"3197" "2003" "Venezuela" 8
